City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
696,Meadow Lake,US,34.8014,-106.5436,78.28,27,0,4.41,clear sky
697,Cravinhos,BR,-21.3403,-47.7294,66.92,68,62,2.39,broken clouds
698,Soure,BR,-0.7167,-48.5233,78.51,88,100,10.51,light rain
699,Grand Gaube,MU,-20.0064,57.6608,73.8,78,0,4.0,clear sky
700,Itoman,JP,26.1247,127.6694,72.37,96,75,32.21,broken clouds
701,Vilyuysk,RU,63.7553,121.6247,39.42,46,25,5.23,scattered clouds
702,Serra,BR,-20.1286,-40.3078,72.86,88,75,4.61,broken clouds
703,Tabuk,PH,17.4189,121.4443,87.64,63,96,5.28,overcast clouds
704,Teya,RU,60.3778,92.6267,66.67,47,85,1.68,overcast clouds
705,Slatina,RO,44.4333,24.3667,64.45,88,49,6.73,light rain
706,Jinchang,CN,38.4953,102.1739,56.17,21,0,6.96,clear sky
